order_id,customer_name,email,order_date,product_name,category,quantity,price,city,payment_method,delivery_status,total_amount
422.0,ayesha zafar,ayesha.zafar@hotmail.com,2023-02-26,Microwave,eletronics,-1.0,67889,Sargodha,cash ,Delivered,-67889.0
423.0,FATIMA RAZA,fatima.raza@yahoo.com,,Smart TV,Applinces,-1.0,abc,islmabad,Card,delievered,
424.0, bilal mirza ,.bilal.mirza.@gmailcom,20/09/2024,Bluetooth Speaker,Electronics,,abc,Sargodha,,,
,Sara Mirza,sara.mirza@gmail.com,2024-03-23,Washing Machine,Appliances,3.0,abc,Multan,CARD,Delivered,
,Ahmed Khan,ahmed.khan@gmailcom,11-07-2024,Airpods Pro,Electronics,5.0,0,karacchi,Card,Pending,0.0
427.0,Ali Malik,ali.malik@hotmail.com,,Smart Watch,Accessories,2.0,49519,,Bank Transfer,,99038.0
428.0, BILAL SAEED ,.bilal.saeed.@gmailcom,,Smart TV,Applinces,,abc,Karachi,Card,Pending,
429.0,Fatima Malik,fatima.malik@yahoo.com,,MacBook Air,eletronics,5.0,abc,karacchi,Card,delievered,
430.0,ALI MALIK,ali.malik@gmailcom,05/04/2024,HP Laptop,eletronics,-1.0,3064,lahor,cash ,delievered,-3064.0
,Kashif Zafar,kashif.zafar@gmail.com,,HP Laptop,Applinces,-1.0,0,Karachi,Bank Transfer,,0.0
432.0,Usman Malik,usman.malik@hotmail.com,2024-03-22,MacBook Air,Appliances,-1.0,115848,islmabad,Card,pendng,-115848.0
,Ayesha Zafar,ayesha.zafar@gmailcom,,Bluetooth Speaker,,-1.0,0,Sargodha,Bank Transfer,,0.0
,AHMED MIRZA,ahmed.mirza@gmail.com,05-20-2024,HP Laptop,Electronics,-1.0,abc,Islamabad,Card,pendng,
435.0,Ahmed Sheikh,ahmed.sheikh@gmail.com,05-13-2024,Airpods Pro,Electronics,-1.0,0,islmabad,CARD,,0.0
436.0,Ali Mirza,ali.mirza@gmail.com,2024-09-17,Micr0wve,Electronics,,31948,Faisalabad,Card,,
437.0,Usman Saeed,usman.saeed@yahoo.com,09/12/2023,Samsung Galaxy S22,eletronics,4.0,abc,Faisalabad,Bank Transfer,pendng,
438.0,ahmed chaudhry,ahmed.chaudhry@yahoo.com,,HP Lpt0p,eletronics,-1.0,0,Faisalabad,Cash,delievered,0.0
439.0, Ali Saeed ,.ali.saeed.@hotmail.com,,iPhone 14 Pro,Electronics,,0,islmabad,Bank Transfer,delievered,
440.0,Hina Chaudhry,hina.chaudhry,14/10/2023,Bluetooth Speaker,Appliances,,0,Faisalabad,,delievered,
441.0,HASSAN MALIK,hassan.malik@yahoo.com,07-07-2024,HP Lpt0p,Applinces,,0,Islamabad,Cash,Delivered,
,kashif chaudhry,kashif.chaudhry@gmial.com,03-03-2023,Smart TV,Accessories,1.0,abc,Multan,CARD,,
443.0,Usman Sheikh,usman.sheikh@gmial.com,04/10/2024,Airpods Pro,,,0,lahor,CARD,,
444.0, Ahmed Sheikh ,.ahmed.sheikh.@hotmail.com,,Bluet00th Speker,Electronics,4.0,125846,karacchi,Cash,Cancelled,503384.0
,Hina Qureshi,hina.qureshi@gmailcom,,Bluetooth Speaker,,,110293,Islamabad,CARD,Pending,
446.0,Usman Raza,usman.raza@gmial.com,,Wshing Mchine,Appliances,-1.0,0,lahor,Cash,Delivered,0.0
447.0,KASHIF CHAUDHRY,kashif.chaudhry@hotmail.com,2024-05-12,McB00k Air,Applinces,4.0,abc,Sargodha,Card,,
448.0, Ali Malik ,.ali.malik.@gmail.com,08-09-2024,Smart Watch,Accessories,-1.0,35815,islmabad,,delievered,-35815.0
449.0,Usman Raza,usman.raza@gmial.com,,HP Laptop,Accessories,5.0,0,Multan,,Delivered,0.0
450.0,Ali Zafar,ali.zafar@hotmail.com,2023-05-07,HP Laptop,Applinces,5.0,137774,karacchi,CARD,Delivered,688870.0
451.0, Hina Raza ,.hina.raza.@yahoo.com,,Samsung Galaxy S22,Applinces,-1.0,abc,Lahore,Bank Transfer,delievered,
452.0,Bilal Khan,bilal.khan@hotmail.com,12/04/2023,Smrt TV,Accessories,1.0,abc,Islamabad,Cash,pendng,
453.0, Sara Khan ,.sara.khan.@gmail.com,02-27-2024,Smart TV,Electronics,1.0,0,,Card,delievered,0.0
, Hina Qureshi ,.hina.qureshi.@hotmail.com,2024-02-21,Wshing Mchine,,2.0,0,,,Delivered,0.0
455.0, HINA RAZA ,.hina.raza.@gmial.com,05-26-2023,Microwave,Appliances,-1.0,abc,Lahore,Cash,delievered,
,hassan raza,hassan.raza@gmial.com,,Airpods Pro,Appliances,,74744,Islamabad,,pendng,
,ahmed chaudhry,ahmed.chaudhry@gmial.com,18/03/2024,Smart Watch,Accessories,,0,karacchi,Bank Transfer,Pending,
,ayesha sheikh,ayesha.sheikh@yahoo.com,,iPhone 14 Pro,,-1.0,0,karacchi,cash ,pendng,0.0
459.0,ahmed saeed,ahmed.saeed@gmail.com,01-21-2024,Bluetooth Speaker,,1.0,abc,Sargodha,cash ,Delivered,
460.0,Ali Chaudhry,ali.chaudhry@yahoo.com,09-20-2024,HP Laptop,eletronics,3.0,abc,,Card,Delivered,
461.0,Bilal Malik,bilal.malik@gmailcom,18/07/2023,Samsung Galaxy S22,,1.0,0,Sargodha,CARD,,0.0
462.0,Fatima Khan,fatima.khan@gmial.com,,iPhone 14 Pro,,-1.0,abc,Multan,Cash,,
,usman mirza,usman.mirza,,Airp0ds Pr0,Appliances,3.0,0,Sargodha,,delievered,0.0
464.0,FATIMA BUTT,fatima.butt,2024-03-18,Smart Watch,Accessories,3.0,abc,Sargodha,Bank Transfer,Delivered,
465.0,Hina Butt,hina.butt@gmial.com,,Smrt Wtch,Electronics,-1.0,0,Karachi,Card,Delivered,0.0
466.0,Ali Chaudhry,ali.chaudhry@gmail.com,2024-07-26,Smart TV,eletronics,,108769,,,pendng,
467.0,Usman Qureshi,usman.qureshi@gmial.com,2023-12-14,Washing Machine,Applinces,2.0,27919,,,Delivered,55838.0
,fatima zafar,fatima.zafar@gmailcom,31/03/2024,HP Lpt0p,Electronics,1.0,0,lahor,CARD,,0.0
469.0,Hassan Zafar,hassan.zafar@yahoo.com,09-09-2024,Smart TV,Electronics,,38906,Sargodha,CARD,pendng,
470.0,BILAL SHEIKH,bilal.sheikh@gmail.com,,Washing Machine,Accessories,,0,Multan,cash ,Cancelled,
471.0,Ahmed Mirza,ahmed.mirza@gmailcom,04/01/2023,HP Laptop,Appliances,-1.0,0,lahor,Card,delievered,0.0
472.0,ALI SHEIKH,ali.sheikh@yahoo.com,07-19-2023,iPhone 14 Pro,Appliances,-1.0,46651,Multan,,Pending,-46651.0
473.0,HINA BUTT,hina.butt,24/11/2024,Bluetooth Speaker,Electronics,3.0,abc,Sargodha,Bank Transfer,Cancelled,
,Sara Saeed,sara.saeed@gmailcom,2023-03-08,MacBook Air,Appliances,2.0,abc,Faisalabad,Bank Transfer,pendng,
475.0,Fatima Khan,fatima.khan@gmial.com,06-02-2023,HP Lpt0p,Accessories,,129185,Karachi,cash ,,
,Ahmed Raza,ahmed.raza@gmial.com,,MacBook Air,Accessories,,0,karacchi,cash ,Cancelled,
, Bilal Zafar ,.bilal.zafar.@yahoo.com,,HP Laptop,eletronics,5.0,abc,islmabad,Cash,Pending,
478.0, Hassan Mirza ,.hassan.mirza.@gmail.com,09-28-2024,Bluetooth Speaker,eletronics,-1.0,abc,Multan,cash ,Delivered,
479.0,USMAN BUTT,usman.butt@hotmail.com,2024-06-09,Smart TV,Electronics,1.0,95433,islmabad,Card,Cancelled,95433.0
480.0,ayesha chaudhry,ayesha.chaudhry@hotmail.com,10/09/2024,Microwave,Electronics,-1.0,abc,lahor,CARD,,
481.0,Usman Saeed,usman.saeed@gmailcom,,HP Laptop,Applinces,,abc,Karachi,Bank Transfer,Pending,
482.0,Bilal Butt,bilal.butt@gmail.com,14/08/2024,Smart TV,Electronics,,abc,Sargodha,cash ,delievered,
,bilal saeed,bilal.saeed@gmail.com,06-07-2023,Smart Watch,Applinces,,abc,Sargodha,cash ,Delivered,
,Bilal Butt,bilal.butt@gmailcom,2023-11-08,McB00k Air,Applinces,2.0,129087,Islamabad,Card,Delivered,258174.0
485.0, hassan butt ,.hassan.butt.@gmail.com,12/01/2023,Airpods Pro,eletronics,4.0,30030,islmabad,cash ,delievered,120120.0
,Ahmed Qureshi,ahmed.qureshi@yahoo.com,,Washing Machine,Applinces,,0,karacchi,Bank Transfer,Pending,
487.0,SARA MIRZA,sara.mirza@gmial.com,,Washing Machine,Electronics,-1.0,abc,Multan,cash ,pendng,
488.0,bilal butt,bilal.butt@gmailcom,2023-07-07,Bluetooth Speaker,Electronics,2.0,0,islmabad,Bank Transfer,,0.0
489.0,Fatima Mirza,fatima.mirza@gmail.com,2023-03-20,Microwave,Accessories,-1.0,abc,Sargodha,CARD,Delivered,
490.0,Ali Malik,ali.malik@gmailcom,13/02/2024,Bluet00th Speker,Accessories,,abc,karacchi,cash ,delievered,
491.0,Ahmed Saeed,ahmed.saeed@gmailcom,13/10/2023,MacBook Air,Applinces,1.0,78108,islmabad,,delievered,78108.0
492.0, Ahmed Khan ,.ahmed.khan.@hotmail.com,05/02/2023,Washing Machine,,,abc,Multan,cash ,Delivered,
,Ali Khan,ali.khan@yahoo.com,02/09/2023,Smsung Glxy S22,Electronics,-1.0,0,Karachi,Card,Delivered,0.0
,sara raza,sara.raza@hotmail.com,14/07/2023,Microwave,eletronics,1.0,57041,Faisalabad,Bank Transfer,Pending,57041.0
495.0, BILAL SHEIKH ,.bilal.sheikh.@hotmail.com,2024-01-13,Samsung Galaxy S22,eletronics,,131960,islmabad,CARD,Pending,
496.0,ahmed zafar,ahmed.zafar@yahoo.com,10-12-2024,Wshing Mchine,Electronics,,abc,islmabad,,,
497.0, Hina Zafar ,.hina.zafar.@gmail.com,05-08-2023,HP Laptop,Appliances,5.0,16708,Faisalabad,cash ,Cancelled,83540.0
498.0,SARA QURESHI,sara.qureshi@gmial.com,03-30-2024,MacBook Air,,,0,Multan,Cash,Pending,
,ayesha sheikh,ayesha.sheikh@yahoo.com,13/12/2024,Smart Watch,Applinces,3.0,0,Lahore,Cash,delievered,0.0
500.0, Fatima Khan ,.fatima.khan.@yahoo.com,27/06/2023,HP Laptop,eletronics,-1.0,0,Sargodha,Card,delievered,0.0
501.0,kashif butt,kashif.butt@yahoo.com,2024-05-07,Airpods Pro,Appliances,-1.0,0,,,delievered,0.0
502.0,Usman Khan,usman.khan@gmail.com,04/11/2023,Microwave,Accessories,-1.0,abc,Multan,cash ,pendng,
, usman malik ,.usman.malik.,05-27-2024,Washing Machine,eletronics,,abc,karacchi,Bank Transfer,,
,Ahmed Qureshi,ahmed.qureshi@gmail.com,02/08/2024,HP Laptop,Accessories,,0,Faisalabad,,Delivered,
, Bilal Qureshi ,.bilal.qureshi.@gmail.com,2024-01-06,MacBook Air,eletronics,-1.0,0,,,Pending,0.0
506.0,Ahmed Malik,ahmed.malik@gmailcom,24/03/2023,Bluetooth Speaker,eletronics,,0,islmabad,,delievered,
,Hassan Qureshi,hassan.qureshi@gmail.com,08-09-2024,MacBook Air,Appliances,,81766,Islamabad,cash ,Delivered,
508.0,Ahmed Qureshi,ahmed.qureshi@gmailcom,19/01/2024,MacBook Air,Appliances,5.0,0,Sargodha,Card,Pending,0.0
509.0,sara butt,sara.butt@gmial.com,13/10/2024,Samsung Galaxy S22,eletronics,-1.0,abc,Lahore,CARD,Pending,
510.0,USMAN MALIK,usman.malik@gmial.com,2023-02-12,HP Laptop,Electronics,,abc,karacchi,cash ,Cancelled,
,bilal sheikh,bilal.sheikh@yahoo.com,,Bluetooth Speaker,Accessories,3.0,abc,lahor,,Pending,
512.0, Kashif Malik ,.kashif.malik.@yahoo.com,,Microwave,Appliances,,85458,Faisalabad,Cash,,
513.0,Usman Butt,usman.butt@gmial.com,,Washing Machine,,,abc,,Card,,
514.0,Hina Zafar,hina.zafar@gmail.com,03-31-2023,Microwave,eletronics,-1.0,abc,islmabad,Card,Pending,
515.0, sara malik ,.sara.malik.@hotmail.com,15/10/2023,Smart TV,,,0,karacchi,Cash,,
516.0,Fatima Zafar,fatima.zafar@hotmail.com,,HP Laptop,Electronics,3.0,30198,Faisalabad,,pendng,90594.0
517.0,ahmed zafar,ahmed.zafar@gmial.com,2023-11-15,Smart Watch,eletronics,-1.0,0,Islamabad,CARD,,0.0
,KASHIF BUTT,kashif.butt@hotmail.com,31/10/2023,Washing Machine,Appliances,-1.0,0,Lahore,CARD,Cancelled,0.0
519.0,hina malik,hina.malik@yahoo.com,,iPhone 14 Pro,Accessories,,0,Sargodha,,,
520.0, Sara Mirza ,.sara.mirza.@yahoo.com,,Airpods Pro,eletronics,-1.0,103514,islmabad,,Cancelled,-103514.0
521.0,FATIMA SAEED,fatima.saeed@gmial.com,02-25-2023,Washing Machine,Applinces,-1.0,abc,Islamabad,Card,Pending,
, fatima khan ,.fatima.khan.@yahoo.com,13/03/2024,iPh0ne 14 Pr0,eletronics,2.0,0,Faisalabad,CARD,delievered,0.0
523.0,BILAL BUTT,bilal.butt@gmial.com,,Samsung Galaxy S22,,-1.0,abc,Lahore,Cash,Delivered,
524.0,Ahmed Mirza,ahmed.mirza,,Smart TV,Electronics,5.0,abc,lahor,Bank Transfer,pendng,
525.0,ahmed sheikh,ahmed.sheikh@yahoo.com,2024-12-18,Bluetooth Speaker,Applinces,-1.0,0,,CARD,,0.0
,Ahmed Butt,ahmed.butt@yahoo.com,12/12/2024,iPhone 14 Pro,Accessories,1.0,0,Sargodha,,Pending,0.0
527.0, Hina Chaudhry ,.hina.chaudhry.@gmail.com,08/01/2024,Bluetooth Speaker,,1.0,79800,islmabad,Bank Transfer,,79800.0
,Usman Raza,usman.raza@gmial.com,27/12/2023,Samsung Galaxy S22,Electronics,2.0,50302,Multan,Card,Pending,100604.0
, Hina Butt ,.hina.butt.@gmial.com,07-17-2024,Smart TV,Appliances,-1.0,abc,lahor,,Pending,
, Fatima Malik ,.fatima.malik.@yahoo.com,31/07/2024,Bluetooth Speaker,Accessories,-1.0,0,Sargodha,Cash,Cancelled,0.0
531.0,Hina Malik,hina.malik@hotmail.com,01-07-2024,Smrt TV,Appliances,3.0,abc,Sargodha,cash ,Delivered,
532.0,Sara Saeed,sara.saeed@gmailcom,12-24-2023,Microwave,Electronics,1.0,abc,Islamabad,Bank Transfer,,
,Hina Saeed,hina.saeed@gmailcom,2023-09-23,Microwave,,2.0,0,Multan,Cash,,0.0
,Ayesha Butt,ayesha.butt@gmailcom,,Microwave,eletronics,,abc,Karachi,Bank Transfer,delievered,
535.0, AHMED MALIK ,.ahmed.malik.@gmial.com,,iPhone 14 Pro,eletronics,,abc,karacchi,CARD,,
,Hina Malik,hina.malik@gmail.com,12-20-2024,HP Laptop,,,0,karacchi,Card,,
,fatima raza,fatima.raza@gmail.com,24/01/2024,Airpods Pro,Accessories,,abc,Multan,cash ,Cancelled,
538.0,Fatima Khan,fatima.khan@yahoo.com,2024-10-20,Washing Machine,eletronics,-1.0,0,karacchi,Bank Transfer,Cancelled,0.0
539.0,ahmed khan,ahmed.khan@gmail.com,18/05/2024,Samsung Galaxy S22,Appliances,4.0,128772,Islamabad,,Cancelled,515088.0
540.0,USMAN QURESHI,usman.qureshi@gmial.com,,Washing Machine,Accessories,4.0,0,Sargodha,Cash,Pending,0.0
541.0,ali raza,ali.raza@yahoo.com,05-05-2024,Samsung Galaxy S22,Applinces,,abc,lahor,CARD,,
, BILAL RAZA ,.bilal.raza.@yahoo.com,14/01/2023,iPhone 14 Pro,Accessories,,abc,karacchi,Bank Transfer,Cancelled,
543.0,AHMED QURESHI,ahmed.qureshi@yahoo.com,04-28-2023,HP Laptop,eletronics,-1.0,0,islmabad,CARD,Pending,0.0
544.0, KASHIF RAZA ,.kashif.raza.@yahoo.com,2024-03-12,Smart Watch,Electronics,-1.0,abc,Sargodha,Card,Cancelled,
545.0,Usman Khan,usman.khan@hotmail.com,01-08-2024,Airpods Pro,Appliances,3.0,48645,Lahore,Cash,,145935.0
,AYESHA BUTT,ayesha.butt@gmailcom,05-18-2024,Airpods Pro,Electronics,,145642,Faisalabad,Bank Transfer,,
547.0, Kashif Saeed ,.kashif.saeed.@hotmail.com,2024-01-29,Smsung Glxy S22,,5.0,0,Sargodha,Card,,0.0
548.0,Ahmed Malik,ahmed.malik@hotmail.com,26/07/2023,iPh0ne 14 Pr0,eletronics,,0,Faisalabad,Bank Transfer,delievered,
,AHMED QURESHI,ahmed.qureshi@gmial.com,06-20-2023,MacBook Air,Applinces,,0,lahor,cash ,,
,hina malik,hina.malik@gmailcom,06/10/2023,McB00k Air,Applinces,,0,karacchi,CARD,,
,HINA CHAUDHRY,hina.chaudhry@gmial.com,2023-08-18,Microwave,Electronics,-1.0,abc,Lahore,,Pending,
552.0,HINA MALIK,hina.malik@hotmail.com,12-23-2024,MacBook Air,Applinces,-1.0,0,Lahore,Bank Transfer,Pending,0.0
,HASSAN RAZA,hassan.raza@gmial.com,,Smart TV,,,abc,Sargodha,Bank Transfer,Cancelled,
554.0,KASHIF QURESHI,kashif.qureshi@hotmail.com,2024-05-05,Washing Machine,Appliances,2.0,0,Islamabad,,Cancelled,0.0
555.0,Hassan Raza,hassan.raza@gmial.com,2023-05-27,Bluetooth Speaker,,4.0,139091,Lahore,CARD,Delivered,556364.0
556.0,BILAL KHAN,bilal.khan@gmail.com,03-27-2023,MacBook Air,Applinces,1.0,0,Faisalabad,,Delivered,0.0
557.0,Sara Mirza,sara.mirza@yahoo.com,05/05/2024,HP Lpt0p,,,143504,Lahore,Cash,Delivered,
,Hassan Malik,hassan.malik,2023-08-18,HP Laptop,Appliances,,76195,lahor,,,
559.0, Usman Raza ,.usman.raza.@hotmail.com,09-22-2024,Samsung Galaxy S22,Electronics,,40610,lahor,CARD,Cancelled,
,sara qureshi,sara.qureshi@hotmail.com,04-17-2023,Washing Machine,Accessories,1.0,0,Islamabad,Bank Transfer,Pending,0.0
561.0, Usman Mirza ,.usman.mirza.@gmailcom,13/10/2023,Samsung Galaxy S22,Appliances,-1.0,abc,karacchi,cash ,delievered,
,Bilal Zafar,bilal.zafar@yahoo.com,,Microwave,Applinces,5.0,101827,,,delievered,509135.0
, Kashif Butt ,.kashif.butt.@gmail.com,01-18-2023,Microwave,Appliances,1.0,abc,Islamabad,Bank Transfer,delievered,
564.0, hina qureshi ,.hina.qureshi.@yahoo.com,13/12/2024,Bluetooth Speaker,,-1.0,0,Karachi,,pendng,0.0
565.0, Usman Zafar ,.usman.zafar.@hotmail.com,2023-09-08,iPhone 14 Pro,eletronics,2.0,0,Islamabad,,pendng,0.0
,Hassan Mirza,hassan.mirza@gmail.com,2023-06-09,iPhone 14 Pro,Appliances,5.0,abc,lahor,,delievered,
,Hassan Zafar,hassan.zafar@gmailcom,2023-10-06,Microwave,Appliances,-1.0,15679,lahor,Card,,-15679.0
,Kashif Malik,kashif.malik@hotmail.com,,McB00k Air,Accessories,4.0,71757,Karachi,Cash,Cancelled,287028.0
, AYESHA KHAN ,.ayesha.khan.@yahoo.com,13/11/2023,Microwave,Electronics,-1.0,0,,Cash,pendng,0.0
570.0, ali khan ,.ali.khan.@hotmail.com,12/02/2024,Airpods Pro,,3.0,abc,lahor,,pendng,
571.0,hina raza,hina.raza@gmail.com,,Samsung Galaxy S22,Electronics,2.0,0,Islamabad,CARD,pendng,0.0
,Kashif Saeed,kashif.saeed@yahoo.com,,iPhone 14 Pro,,4.0,0,,Cash,Pending,0.0
, Usman Malik ,.usman.malik.@hotmail.com,,Samsung Galaxy S22,Appliances,3.0,abc,,Bank Transfer,Cancelled,
574.0,Ahmed Raza,ahmed.raza@gmailcom,28/03/2024,Samsung Galaxy S22,eletronics,-1.0,abc,lahor,CARD,,
575.0,Usman Sheikh,usman.sheikh@hotmail.com,,Microwave,,,0,Sargodha,,pendng,
576.0,SARA MALIK,sara.malik@gmail.com,2024-04-18,Airpods Pro,,-1.0,29604,Islamabad,,Delivered,-29604.0
577.0, Bilal Butt ,.bilal.butt.@hotmail.com,12/05/2024,Wshing Mchine,eletronics,,abc,Islamabad,,Pending,
578.0,Kashif Khan,kashif.khan@gmail.com,,Washing Machine,Appliances,,abc,Multan,,Pending,
579.0,SARA MALIK,sara.malik@gmailcom,21/06/2024,Smart TV,Electronics,-1.0,abc,Islamabad,Card,Cancelled,
580.0,Usman Mirza,usman.mirza@gmailcom,,iPhone 14 Pro,Applinces,2.0,abc,Faisalabad,Cash,Pending,
581.0, Sara Mirza ,.sara.mirza.@gmailcom,,MacBook Air,,5.0,10564,Sargodha,cash ,,52820.0
,SARA ZAFAR,sara.zafar@gmial.com,01-15-2024,iPhone 14 Pro,Accessories,5.0,0,karacchi,cash ,delievered,0.0
583.0,Ayesha Saeed,ayesha.saeed@hotmail.com,,Bluetooth Speaker,Applinces,5.0,abc,lahor,Bank Transfer,,
,Bilal Chaudhry,bilal.chaudhry@gmail.com,2023-04-17,iPhone 14 Pro,eletronics,-1.0,143798,karacchi,CARD,pendng,-143798.0
585.0,hassan qureshi,hassan.qureshi@gmail.com,2024-04-25,Airpods Pro,eletronics,,104758,Faisalabad,Card,pendng,
586.0,hassan chaudhry,hassan.chaudhry,2024-02-29,iPh0ne 14 Pr0,Accessories,,abc,Islamabad,CARD,delievered,
587.0,hina qureshi,hina.qureshi@gmial.com,,MacBook Air,Accessories,5.0,115662,Karachi,,Pending,578310.0
,Ahmed Zafar,ahmed.zafar@hotmail.com,06-12-2023,HP Lpt0p,Electronics,4.0,41120,,,pendng,164480.0
589.0,kashif qureshi,kashif.qureshi@hotmail.com,30/10/2024,Smart TV,Appliances,-1.0,abc,Karachi,Card,,
590.0, kashif malik ,.kashif.malik.@yahoo.com,2023-07-04,Samsung Galaxy S22,Accessories,-1.0,abc,Lahore,cash ,Delivered,
591.0,Ahmed Butt,ahmed.butt@hotmail.com,06/04/2024,MacBook Air,Appliances,,9244,Faisalabad,Bank Transfer,delievered,
, kashif saeed ,.kashif.saeed.@gmail.com,2023-01-31,Microwave,Appliances,-1.0,31091,Lahore,Bank Transfer,Pending,-31091.0
593.0,AHMED RAZA,ahmed.raza@hotmail.com,10-29-2024,Washing Machine,eletronics,,105842,Multan,Card,Pending,
,hassan qureshi,hassan.qureshi@yahoo.com,,Washing Machine,,-1.0,0,lahor,cash ,Pending,0.0
,Ayesha Sheikh,ayesha.sheikh@gmailcom,02-04-2023,Smart Watch,Applinces,-1.0,105413,Karachi,Card,Cancelled,-105413.0
596.0,SARA SHEIKH,sara.sheikh@yahoo.com,2023-05-06,Airpods Pro,,3.0,0,Faisalabad,Card,pendng,0.0
597.0,Bilal Chaudhry,bilal.chaudhry@gmail.com,2024-09-14,Smart Watch,eletronics,-1.0,84917,Sargodha,Cash,delievered,-84917.0
598.0, Ali Chaudhry ,.ali.chaudhry.@yahoo.com,,HP Laptop,Accessories,,abc,Multan,Card,delievered,
599.0, hina saeed ,.hina.saeed.@gmail.com,03-01-2024,Smart TV,Accessories,4.0,abc,karacchi,CARD,Delivered,
600.0,Hassan Mirza,hassan.mirza@gmail.com,2024-09-24,iPhone 14 Pro,Electronics,2.0,0,lahor,Card,Pending,0.0
601.0,Fatima Sheikh,fatima.sheikh@gmail.com,02-23-2023,iPh0ne 14 Pr0,Accessories,-1.0,0,,cash ,Cancelled,0.0
, Sara Raza ,.sara.raza.@hotmail.com,,Washing Machine,Applinces,5.0,0,karacchi,Bank Transfer,Cancelled,0.0
,usman butt,usman.butt@hotmail.com,06/09/2023,Smsung Glxy S22,eletronics,1.0,0,Sargodha,cash ,delievered,0.0
604.0,usman malik,usman.malik@gmial.com,,MacBook Air,Electronics,2.0,abc,karacchi,CARD,pendng,
605.0,BILAL BUTT,bilal.butt@gmial.com,,Samsung Galaxy S22,Appliances,-1.0,abc,Lahore,cash ,,
, usman sheikh ,.usman.sheikh.@gmailcom,,Microwave,eletronics,-1.0,26641,lahor,,delievered,-26641.0
607.0,Hassan Butt,hassan.butt@gmial.com,,Samsung Galaxy S22,,2.0,58561,Lahore,Cash,pendng,117122.0
608.0, Fatima Malik ,.fatima.malik.@gmial.com,,Bluet00th Speker,,-1.0,54924,Sargodha,Bank Transfer,,-54924.0
609.0, Kashif Chaudhry ,.kashif.chaudhry.@gmial.com,,Smart TV,,2.0,0,Karachi,Card,Pending,0.0
610.0,Usman Raza,usman.raza@gmailcom,07-01-2023,Samsung Galaxy S22,Electronics,-1.0,0,Lahore,cash ,Pending,0.0
611.0,Ahmed Khan,ahmed.khan@hotmail.com,21/06/2024,MacBook Air,Electronics,,abc,karacchi,,Cancelled,
,HASSAN MIRZA,hassan.mirza@hotmail.com,,Samsung Galaxy S22,Applinces,1.0,108562,Islamabad,Bank Transfer,delievered,108562.0
613.0,Fatima Zafar,fatima.zafar@hotmail.com,02/04/2023,Bluetooth Speaker,Accessories,-1.0,139125,Multan,,Cancelled,-139125.0
614.0,Bilal Zafar,bilal.zafar@hotmail.com,08-16-2024,Smrt Wtch,eletronics,-1.0,76604,Lahore,cash ,,-76604.0
615.0, Usman Raza ,.usman.raza.@gmial.com,,Smrt TV,Accessories,-1.0,11735,Multan,CARD,Delivered,-11735.0
616.0,USMAN CHAUDHRY,usman.chaudhry@gmail.com,12-25-2023,Microwave,Applinces,2.0,71954,Sargodha,cash ,pendng,143908.0
617.0, hassan butt ,.hassan.butt.@gmailcom,04-11-2023,Smart TV,Appliances,-1.0,0,Islamabad,,Pending,0.0
618.0,Sara Qureshi,sara.qureshi@gmail.com,,Microwave,eletronics,1.0,abc,Faisalabad,CARD,,
,AYESHA MIRZA,ayesha.mirza,2024-07-26,Bluet00th Speker,Appliances,-1.0,0,islmabad,Bank Transfer,Pending,0.0
, Hina Zafar ,.hina.zafar.@gmailcom,2024-11-17,Washing Machine,Applinces,4.0,23192,Multan,,Delivered,92768.0
621.0,Kashif Malik,kashif.malik@hotmail.com,2023-05-05,HP Laptop,Applinces,4.0,0,Islamabad,Bank Transfer,,0.0
622.0, Ali Mirza ,.ali.mirza.,2024-09-10,Micr0wve,Appliances,-1.0,0,karacchi,cash ,Delivered,0.0
623.0, Hassan Qureshi ,.hassan.qureshi.@yahoo.com,07-13-2024,Smart Watch,,5.0,114338,Lahore,Card,Pending,571690.0
,Fatima Raza,fatima.raza@yahoo.com,10-24-2023,Samsung Galaxy S22,eletronics,,abc,lahor,,Delivered,
625.0, BILAL QURESHI ,.bilal.qureshi.,2023-11-07,Smart Watch,Accessories,-1.0,abc,Lahore,Card,Cancelled,
,hina butt,hina.butt@gmail.com,06-05-2023,Smart Watch,,-1.0,abc,Karachi,,delievered,
627.0,Usman Zafar,usman.zafar@gmial.com,06-22-2024,MacBook Air,Applinces,-1.0,106846,Lahore,Cash,,-106846.0
628.0,Fatima Malik,fatima.malik@gmailcom,26/08/2023,Samsung Galaxy S22,Appliances,-1.0,17874,,Bank Transfer,Delivered,-17874.0
629.0,Ahmed Mirza,ahmed.mirza@gmail.com,2023-11-25,Washing Machine,,,53359,Multan,cash ,delievered,
,HASSAN BUTT,hassan.butt@yahoo.com,2023-01-25,HP Lpt0p,Appliances,-1.0,0,islmabad,Cash,Cancelled,0.0
631.0,HINA MIRZA,hina.mirza@gmial.com,25/09/2024,Samsung Galaxy S22,,4.0,21484,islmabad,Bank Transfer,Delivered,85936.0
632.0, usman butt ,.usman.butt.@hotmail.com,,Airp0ds Pr0,Appliances,3.0,0,Sargodha,CARD,pendng,0.0
,Hassan Qureshi,hassan.qureshi@gmail.com,2023-09-27,iPhone 14 Pro,Accessories,-1.0,16569,Sargodha,CARD,,-16569.0
634.0,Ali Butt,ali.butt@gmial.com,2024-12-20,Airpods Pro,eletronics,,0,karacchi,Card,Cancelled,
